"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSDARG00000000442",743.81350731628,-0.0697511094124321,0.103371049632432,-0.674764449625441,0.499825430088661,0.999928098078045
"ENSDARG00000000460",0,NA,NA,NA,NA,NA
"ENSDARG00000000472",59.6769834781625,-0.041727757959782,0.297129595834934,-0.140436222256915,0.888315340199341,0.999928098078045
"ENSDARG00000000474",0.135296664951777,0.731335385293467,3.52924031637943,0.207221758716541,0.835836675104475,0.999928098078045
"ENSDARG00000000476",144.427112062291,0.054091968329389,0.192775331168601,0.280595904058286,0.779020357962165,0.999928098078045
"ENSDARG00000000489",1185.18979943226,0.0377433316497924,0.0920970820978063,0.409821145144526,0.681937153717045,0.999928098078045
"ENSDARG00000000503",0,NA,NA,NA,NA,NA
"ENSDARG00000000516",3.95911043591246,0.246199771098645,1.11606461837248,0.220596340969639,0.825406750365282,0.999928098078045
"ENSDARG00000000529",237.929268517357,0.0186948496117822,0.153494695828104,0.1217947598184,0.903061564113673,0.999928098078045
"ENSDARG00000000540",723.871392732362,-0.0784494836391589,0.104904411279414,-0.74781873023631,0.454569502842747,0.999928098078045
"ENSDARG00000000542",1057.68916703795,-0.0251793267789212,0.100637200460407,-0.250198998618083,0.802433459621362,0.999928098078045
"ENSDARG00000000551",66.0363373161056,0.190892705042742,0.27093783640848,0.704562742410559,0.481082391426242,0.999928098078045
"ENSDARG00000000563",118.43742059533,0.0107598971745193,0.272001713383287,0.0395581963094372,0.968445355844901,0.999928098078045
"ENSDARG00000000567",2166.07726503867,-0.0373268655592938,0.0845058670855953,-0.441707384902468,0.658700965043798,0.999928098078045
"ENSDARG00000000568",453.228013911666,0.0991362316166555,0.129686167235962,0.764431810497403,0.444609958093432,0.999928098078045
"ENSDARG00000000588",396.246314498469,-0.047733258984901,0.151376601021869,-0.315327855577924,0.752512737316811,0.999928098078045
"ENSDARG00000000606",7.01541003386386,-0.511913022437648,0.862263869500331,-0.593684880632067,0.552722897358604,0.999928098078045
"ENSDARG00000000631",607.875447776693,0.0388636572791499,0.115993125885643,0.335051383281673,0.737586325767429,0.999928098078045
"ENSDARG00000000638",0,NA,NA,NA,NA,NA
"ENSDARG00000000651",12.3764183783413,-0.120049028558658,0.628951771417849,-0.190871596224351,0.848626193956391,0.999928098078045
"ENSDARG00000000656",3.73242724460545,-0.27086740709534,1.17280696425772,-0.230956513177575,0.817348586158339,0.999928098078045
"ENSDARG00000000666",43.3140136493675,-0.199277645120672,0.341059321641994,-0.584290275841958,0.559025033386528,0.999928098078045
"ENSDARG00000000690",219.895082647641,0.0693235524873403,0.158400140490113,0.437648301780813,0.661641251193968,0.999928098078045
"ENSDARG00000000729",1884.14609510157,-0.0714761338598786,0.0891961605325395,-0.801336441312443,0.422936899660435,0.999928098078045
"ENSDARG00000000730",129.761525701541,-0.000926161577691232,0.196095567485169,-0.00472301128255375,0.996231596227352,0.999928098078045
"ENSDARG00000000747",223.968816280815,-0.062627873824524,0.16222975908694,-0.386044300238166,0.699463860156731,0.999928098078045
"ENSDARG00000000760",77.5660023983375,-0.106516071496478,0.275068796174452,-0.387234295484842,0.698582762721889,0.999928098078045
"ENSDARG00000000767",1.2472995031538,-1.52191478540218,1.94501024114123,-0.782471348073316,0.433937617452035,0.999928098078045
"ENSDARG00000000779",539.846617022197,0.0242266116762843,0.124261831689568,0.194964224709061,0.845420954694526,0.999928098078045
"ENSDARG00000000796",6.07071128051506,0.677651245898941,0.847629997261564,0.799465861387902,0.424020334169489,0.999928098078045
"ENSDARG00000000804",17.5630564420276,-0.292111881449064,0.525493230659401,-0.555881340436137,0.578291974989664,0.999928098078045
"ENSDARG00000000830",464.465914971817,-0.013317431925838,0.121294893483379,-0.109793838333869,0.912572877799024,0.999928098078045
"ENSDARG00000000837",16.0268516951645,0.361067830447511,0.527230480803702,0.684838687431547,0.493445719465118,0.999928098078045
"ENSDARG00000000853",1077.72779768614,0.0286688304681452,0.0932738856001075,0.307361811762157,0.758567992025414,0.999928098078045
"ENSDARG00000000857",2400.34241177293,-0.0239249556519735,0.0814052182954725,-0.293899533137228,0.768834674862931,0.999928098078045
"ENSDARG00000000861",3639.00008632265,0.0196740859100594,0.0826110314633738,0.23815325340396,0.811762232435784,0.999928098078045
"ENSDARG00000000887",2937.37270639386,-0.108924516024807,0.122397289996362,-0.889925880124022,0.373505686410491,0.999928098078045
"ENSDARG00000000906",23.4078092488487,0.284904179457604,0.446252363642628,0.638437356683144,0.523189019893385,0.999928098078045
"ENSDARG00000000935",136.492018933338,-0.0742944905247993,0.192618379624135,-0.385708210554847,0.699712781371562,0.999928098078045
"ENSDARG00000000943",746.384907180718,-0.0496473516918291,0.104151626521244,-0.476683402363403,0.633587583568876,0.999928098078045
"ENSDARG00000000966",458.805287483926,-0.00699968500524227,0.125538636359929,-0.0557572171261572,0.955535217678839,0.999928098078045
"ENSDARG00000001014",416.584554356432,0.0753470173003426,0.135681688841907,0.555321929904156,0.578674481493919,0.999928098078045
"ENSDARG00000001015",547.493426919142,-0.0668631610221253,0.11370436851954,-0.588043906251806,0.556502822598796,0.999928098078045
"ENSDARG00000001057",2284.66069111993,0.100965846559864,0.0821840031928974,1.22853405331063,0.219246554148592,0.999928098078045
"ENSDARG00000001127",6.55182791700687,-0.510797143732367,1.02879112300017,-0.496502285364571,0.619540075356683,0.999928098078045
"ENSDARG00000001129",1188.47000147483,0.0899935827264827,0.101518460087768,0.886475057331238,0.375361589094046,0.999928098078045
"ENSDARG00000001154",0.398034680373195,0.150343153176833,3.48800635592341,0.0431028896841077,0.965619515807102,0.999928098078045
"ENSDARG00000001162",3055.30404086537,0.0748000359014951,0.0814628529924488,0.918210364034619,0.358508743774773,0.999928098078045
"ENSDARG00000001169",6.42522218355264,0.244062088829503,0.819216015014388,0.297921530287975,0.765763054911518,0.999928098078045
"ENSDARG00000001210",1104.95094200465,-0.129311902404069,0.0941223375831252,-1.37387049370577,0.169481891351072,0.999928098078045
"ENSDARG00000001220",461.565177854912,-0.0852471153936536,0.136716745951649,-0.623530898137392,0.532935704326597,0.999928098078045
"ENSDARG00000001234",5.91455647239819,0.599221279064602,0.878699986699642,0.681940694360598,0.495276451999841,0.999928098078045
"ENSDARG00000001241",5721.96820863997,-0.0350069854998121,0.0757293464779937,-0.462264460581142,0.64389168230395,0.999928098078045
"ENSDARG00000001244",9068.45670720048,0.0664202766331168,0.0796706934555629,0.833685182747447,0.404458409955587,0.999928098078045
"ENSDARG00000001249",167.996682773799,-0.218498236691934,0.183471263108777,-1.19091258756087,0.233687902461904,0.999928098078045
"ENSDARG00000001259",2.251255911607,0.108001614318972,1.56096516415928,0.0691889971658277,0.944839181109583,0.999928098078045
"ENSDARG00000001303",1.652158266238,0.338190778567787,1.64342395367135,0.205784257806564,0.836959438479254,0.999928098078045
"ENSDARG00000001313",2030.80651972416,-0.0631462260954525,0.0938855791576956,-0.672587064616052,0.501210033352363,0.999928098078045
"ENSDARG00000001354",18.446853905624,-0.0941900752165642,0.511206845357705,-0.184250418537836,0.853817008198495,0.999928098078045
"ENSDARG00000001414",724.957554012236,-0.0274340852980181,0.110342472917555,-0.248626703504426,0.803649550569157,0.999928098078045
"ENSDARG00000001431",20.5498989670172,0.223326535123249,0.482508543127404,0.462844727423368,0.64347566854644,0.999928098078045
"ENSDARG00000001437",0,NA,NA,NA,NA,NA
"ENSDARG00000001442",10.204226847758,-0.0338099291916654,0.695938069034959,-0.048581807341778,0.961252568481634,0.999928098078045
"ENSDARG00000001447",261.251560475278,-0.0905543149899064,0.146842940761856,-0.616674622015121,0.537449363541229,0.999928098078045
"ENSDARG00000001452",242.958689054746,0.0368283806565406,0.164979532938375,0.223229997082712,0.823356506626261,0.999928098078045
"ENSDARG00000001463",4.47829359423462,-0.638308414142619,1.04223527504031,-0.612441767640164,0.540245514612079,0.999928098078045
"ENSDARG00000001470",24.5960035634148,0.38220224304567,0.454459459857988,0.841004042836082,0.400345669555608,0.999928098078045
"ENSDARG00000001498",64.8778671379621,0.206037346692764,0.283963559912292,0.725576713985423,0.468098300573518,0.999928098078045
"ENSDARG00000001549",564.801391362386,0.014516215734335,0.12623786997489,0.114990974873249,0.908452275597798,0.999928098078045
"ENSDARG00000001557",710.297564546641,0.142847466506441,0.106555540993151,1.34059163113463,0.180053075900739,0.999928098078045
"ENSDARG00000001558",3821.01276883466,-0.0523633552957544,0.0890172623034854,-0.588238212912376,0.556372411556125,0.999928098078045
"ENSDARG00000001559",2.08916671126257,-0.115947770905639,1.49670412642629,-0.0774687320348947,0.938250664721682,0.999928098078045
"ENSDARG00000001572",0,NA,NA,NA,NA,NA
"ENSDARG00000001578",1077.40911498288,-0.136724644692618,0.116311127479722,-1.17550786115847,0.239791593987505,0.999928098078045
"ENSDARG00000001621",126.032930134599,-0.0163106706380188,0.212226007711146,-0.0768551923203434,0.938738743412247,0.999928098078045
"ENSDARG00000001634",127.221137448406,0.329695072421576,0.281270114529898,1.17216531508374,0.241130690938859,0.999928098078045
"ENSDARG00000001656",0.254882700939281,-0.887139818170787,3.50702447157283,-0.252960829147828,0.800298482739582,0.999928098078045
"ENSDARG00000001676",111.336483691744,-0.245662766327273,0.224412394661737,-1.09469339560129,0.273650982986093,0.999928098078045
"ENSDARG00000001686",1.61751689653724,3.95142738917993,1.97428454549677,2.00144776404845,0.0453441577044131,0.999928098078045
"ENSDARG00000001710",188.045754917649,0.157004134498304,0.173385723209508,0.905519391054999,0.365190291731938,0.999928098078045
"ENSDARG00000001712",0.270593329903555,0.981315279292852,3.50733175919544,0.279789693894814,0.779638859128354,0.999928098078045
"ENSDARG00000001721",235.096964227251,0.205156154226329,0.388622962629142,0.527905383764229,0.597565007817591,0.999928098078045
"ENSDARG00000001729",2423.76816530541,0.0251133479241678,0.0816110555685202,0.307719925311869,0.75829545674812,0.999928098078045
"ENSDARG00000001733",67.4637970926814,0.314098947173253,0.265763874560576,1.18187224540053,0.237256396167133,0.999928098078045
"ENSDARG00000001734",448.534738500879,-0.0203669928882468,0.132873446588406,-0.153281136383377,0.878176575864075,0.999928098078045
"ENSDARG00000001754",3142.05995393853,0.00523859572179589,0.0828089022655107,0.063261262720273,0.949558461820033,0.999928098078045
"ENSDARG00000001760",19.6599470271711,-0.0837035077501996,0.478829851963032,-0.17480845734042,0.861230142670058,0.999928098078045
"ENSDARG00000001767",149.374959883164,-0.0675056907120877,0.186099646813133,-0.362739488591678,0.71679949832155,0.999928098078045
"ENSDARG00000001769",915.989260062865,0.0335237753042852,0.100345387858365,0.334083867926279,0.738316272936694,0.999928098078045
"ENSDARG00000001771",0,NA,NA,NA,NA,NA
"ENSDARG00000001776",76.8159781477456,0.0716107057665284,0.253365419962136,0.282638040255178,0.777454316860998,0.999928098078045
"ENSDARG00000001777",1548.85557748073,0.0738523844534657,0.098478371419707,0.749935070907222,0.453293810866415,0.999928098078045
"ENSDARG00000001781",1.37479112321798,0.518962827268933,1.74966119885168,0.296607610438828,0.766766099928171,0.999928098078045
"ENSDARG00000001782",603.246050281126,-0.0968073159289415,0.119271698313999,-0.811653705760802,0.416990365253778,0.999928098078045
"ENSDARG00000001785",2.35017428142231,-0.961905928630112,1.41592586278678,-0.679347664952543,0.496917601802158,0.999928098078045
"ENSDARG00000001788",798.341433920628,0.012710218581899,0.105394846169383,0.120596206018195,0.904010874069447,0.999928098078045
"ENSDARG00000001803",2.22430320612271,-0.147070985459465,1.53735508952345,-0.0956649419914134,0.92378668539275,0.999928098078045
"ENSDARG00000001804",7.61073403455243,0.262337165765048,0.781003241311709,0.33589766583356,0.736948037295135,0.999928098078045
"ENSDARG00000001807",37.9030081479177,0.153202159925491,0.382154870337615,0.400890245858034,0.688500931665184,0.999928098078045
"ENSDARG00000001817",8.30898587607175,-0.927663122336794,0.768616891274582,-1.20692523527354,0.227460938215243,0.999928098078045
"ENSDARG00000001818",4.652102428084,-0.213732457118854,1.16733835604224,-0.183093835658321,0.854724392450089,0.999928098078045
"ENSDARG00000001825",12.0590081862904,-0.443908067697722,0.662245361506449,-0.670307552910508,0.502661753322877,0.999928098078045
"ENSDARG00000001829",2239.35929886932,0.0341674226751782,0.0824790138900811,0.414255955105292,0.678686666660817,0.999928098078045
"ENSDARG00000001835",11.7292623926268,0.452178894332561,0.653550862867036,0.691880188710815,0.489012572979039,0.999928098078045
"ENSDARG00000001857",826.20185628458,-0.0376610817915064,0.110220341742814,-0.341689031226052,0.732584927640716,0.999928098078045
"ENSDARG00000001859",17.7179788896665,0.306026300569587,0.496067398765708,0.616904681361902,0.537297598853552,0.999928098078045
"ENSDARG00000001870",0.758988433366141,0.0453701922673554,2.60302707131693,0.0174297811833365,0.986093750812636,0.999928098078045
"ENSDARG00000001873",740.6268753689,0.0833588457293146,0.128882595758233,0.646781244891162,0.517773532375569,0.999928098078045
"ENSDARG00000001879",892.674679777818,-0.0571426246830415,0.113416770253191,-0.503828706773053,0.614381753042964,0.999928098078045
"ENSDARG00000001880",45.7131096396424,0.161830945819292,0.318344682016487,0.508351340421985,0.61120697111067,0.999928098078045
"ENSDARG00000001881",0.128417568094039,0.725429961738663,3.52843766550233,0.205595232369051,0.837107101989573,0.999928098078045
"ENSDARG00000001882",0.119134630767411,-0.626918014195196,3.52745141989247,-0.177725484937878,0.858938569780757,0.999928098078045
"ENSDARG00000001888",1990.37363826167,-0.128289924233153,0.113678722037131,-1.12853066901341,0.259095872148148,0.999928098078045
"ENSDARG00000001889",656.424224460078,-0.139721023047151,0.11931253734135,-1.17105063860483,0.241578423247869,0.999928098078045
"ENSDARG00000001890",1945.76654234636,0.096194955277878,0.0998345890230412,0.963543359262758,0.335274915720056,0.999928098078045
"ENSDARG00000001891",0.869972450098854,2.79114842980212,2.67534320162209,1.04328612049094,0.29681579735751,0.999928098078045
"ENSDARG00000001897",600.032993834455,-0.108188588474041,0.130312649750598,-0.830223226072838,0.406412585790283,0.999928098078045
"ENSDARG00000001898",92.4416146773107,-0.0914933881019573,0.232992787572816,-0.39268764091405,0.694550200024649,0.999928098078045
"ENSDARG00000001906",0.748434855619841,-0.195017396889308,2.71571537697211,-0.0718106906721363,0.942752564861667,0.999928098078045
"ENSDARG00000001909",0.405889994855332,1.02651198066551,3.49007108500199,0.294123516588753,0.768663521600079,0.999928098078045
"ENSDARG00000001910",39.5754188776911,-0.0773246361121209,0.347265764933504,-0.222667028887594,0.823794664264303,0.999928098078045
"ENSDARG00000001912",1.46224603102385,-2.20921886080764,1.85910247481591,-1.1883254907863,0.234705198683327,0.999928098078045
"ENSDARG00000001913",0.253284417007084,-1.25180574791853,3.51392343713226,-0.356241611496277,0.721659631840201,0.999928098078045
"ENSDARG00000001929",147.044385245469,-0.145472687865693,0.192691081572258,-0.754952884579357,0.450277252590505,0.999928098078045
"ENSDARG00000001930",361.525958930529,0.129623679286867,0.141199788714213,0.918016099508653,0.358610437282155,0.999928098078045
"ENSDARG00000001933",0.855610992467445,-1.0985302725622,2.37102580316411,-0.463314347358103,0.643139063245798,0.999928098078045
"ENSDARG00000001937",0.128417568094039,0.725429961738663,3.52843766550233,0.205595232369051,0.837107101989573,0.999928098078045
"ENSDARG00000001939",857.938026248881,0.0493220354733574,0.101389649110364,0.486460264002589,0.6266408718772,0.999928098078045
"ENSDARG00000001940",1771.10491830321,0.0940324355110629,0.0892668247830071,1.05338613465462,0.292164056273562,0.999928098078045
"ENSDARG00000001950",9.65937630345213,-1.20566309610158,0.721322339363381,-1.67146229959503,0.0946303993321576,0.999928098078045
"ENSDARG00000001953",63.0671290580482,0.28983117000938,0.281492646667416,1.02962252634548,0.303187236548207,0.999928098078045
"ENSDARG00000001968",65.4460825322715,-0.141536165377362,0.281698393684252,-0.502438666853052,0.61535898552522,0.999928098078045
"ENSDARG00000001969",817.750643252471,0.0186449979232865,0.105848733720872,0.176147576526086,0.860178004567996,0.999928098078045
"ENSDARG00000001971",0,NA,NA,NA,NA,NA
"ENSDARG00000001975",28.3655619121244,0.720814610724789,0.419766028293882,1.71718186355981,0.0859459482467568,0.999928098078045
"ENSDARG00000001976",20.1215256072628,1.15454846538722,0.537023158619995,2.14990442563799,0.0315627754989343,0.999928098078045
"ENSDARG00000001993",67.2087415934337,-0.103160674415653,0.261798212051569,-0.394046520055423,0.693546693941164,0.999928098078045
"ENSDARG00000001994",2.06777953754831,-1.30699871355705,1.51207701563876,-0.864373110654631,0.38738295931863,0.999928098078045
"ENSDARG00000001999",1884.18853974738,0.0312579625283484,0.0876390678940025,0.356666989728305,0.721341120672628,0.999928098078045
"ENSDARG00000002002",8.85326794838504,0.947321526820827,0.735404111947349,1.28816457704094,0.197688679863919,0.999928098078045
"ENSDARG00000002006",284.038420313457,0.113182743994423,0.142212592614283,0.795870055624428,0.426107567588104,0.999928098078045
"ENSDARG00000002013",253.9238976941,0.141750500842856,0.156591733100801,0.905223398681008,0.365347048233484,0.999928098078045
"ENSDARG00000002016",903.91372225732,0.0134765181753676,0.098601118888568,0.136677132341651,0.891286005627953,0.999928098078045
"ENSDARG00000002020",692.248863472729,-0.049814542523085,0.104905805190271,-0.474850199497869,0.634893749598827,0.999928098078045
"ENSDARG00000002021",102.90398178494,0.0017035557456672,0.245641567712196,0.00693512812808279,0.994466612695083,0.999928098078045
"ENSDARG00000002026",0.954404821342441,0.00021926499874157,2.43314993850284,9.01156954085975e-05,0.999928098078045,0.999928098078045
"ENSDARG00000002031",1168.40103115894,0.0108421797533869,0.0970254418809445,0.111745739500891,0.9110250115445,0.999928098078045
"ENSDARG00000002037",2.97315220790772,0.499606147042171,1.32400899077147,0.377343470115758,0.705918371239674,0.999928098078045
"ENSDARG00000002060",151.692135925197,-0.00477950546800638,0.185786952912023,-0.0257257325828991,0.979476099013559,0.999928098078045
"ENSDARG00000002071",41.7533570443755,-0.563243112746724,0.347717966269199,-1.61982746761687,0.105269344140474,0.999928098078045
"ENSDARG00000002077",207.47035260377,0.0229362776941211,0.163460105245058,0.140317282065463,0.888409310295382,0.999928098078045
"ENSDARG00000002082",5110.64079002387,0.0279275840323848,0.0812629085197834,0.343669510987118,0.731094842766914,0.999928098078045
"ENSDARG00000002084",3.03577509119015,0.656004809977826,1.32241288703985,0.496066558642104,0.619847452290262,0.999928098078045
"ENSDARG00000002097",4.84242187663848,-0.960353595616495,1.06199509140833,-0.904291934478676,0.365840622423696,0.999928098078045
"ENSDARG00000002127",1011.80990839176,0.128853452523531,0.0963632223223514,1.33716421491691,0.181169039980601,0.999928098078045
"ENSDARG00000002128",945.470148900015,-0.0334718665038021,0.0981252882189176,-0.34111356115588,0.733018092517277,0.999928098078045
"ENSDARG00000002131",4.32073855839445,-1.08278505785866,1.0081766156151,-1.07400334533453,0.282821182194664,0.999928098078045
"ENSDARG00000002165",125.464675715493,0.208365659785132,0.242723164269918,0.85844983280385,0.39064412073654,0.999928098078045
"ENSDARG00000002167",76.0235703927756,0.240154463118179,0.251894351252333,0.953393603009408,0.340390681364427,0.999928098078045
"ENSDARG00000002168",1467.33041663739,0.0277270295063243,0.0938281814791125,0.295508546251605,0.767605424734288,0.999928098078045
"ENSDARG00000002172",1433.63600624107,-0.00687717625900328,0.0920421670601191,-0.0747176699404667,0.940439348392332,0.999928098078045
"ENSDARG00000002174",68.52530448595,0.0999884334982138,0.263560498157593,0.379375643152818,0.704408935037604,0.999928098078045
"ENSDARG00000002184",795.212417499131,-0.0239776254791398,0.100457148110829,-0.238685110318745,0.811349763341882,0.999928098078045
"ENSDARG00000002190",1281.66408560109,-0.0679572306033434,0.101455864655677,-0.6698206243077,0.502972144451266,0.999928098078045
"ENSDARG00000002192",0.125434759564395,0.719051234571136,3.52754635039716,0.203838918938707,0.838479378372163,0.999928098078045
"ENSDARG00000002193",0,NA,NA,NA,NA,NA
"ENSDARG00000002194",1.77629163060696,0.628966527360154,1.60012435190527,0.393073529948621,0.694265173878243,0.999928098078045
"ENSDARG00000002196",432.228107756331,0.134481442150575,0.131306030205573,1.0241832910494,0.305748709341751,0.999928098078045
"ENSDARG00000002197",103.724075156327,-0.312714080543983,0.235484816864115,-1.3279585695091,0.184191794117121,0.999928098078045
"ENSDARG00000002204",0,NA,NA,NA,NA,NA
"ENSDARG00000002210",114.927291850931,-0.102804858285929,0.207907844918551,-0.494473204347838,0.620972025790537,0.999928098078045
"ENSDARG00000002213",135.211182621445,-0.0153860596571763,0.196686783320329,-0.0782262000396748,0.937648121254064,0.999928098078045
"ENSDARG00000002215",3923.45871953032,0.00871928758296477,0.0861492319775737,0.101211437209731,0.919382617761757,0.999928098078045
"ENSDARG00000002216",733.279354790618,0.0288371483085638,0.121156153086738,0.238016374520564,0.811868394085448,0.999928098078045
"ENSDARG00000002217",850.388832447493,0.091987039918343,0.108083031830459,0.851077531417104,0.394726285727781,0.999928098078045
"ENSDARG00000002219",0,NA,NA,NA,NA,NA
"ENSDARG00000002220",1036.07187439893,-0.0648936166250339,0.10129005451381,-0.640671159044407,0.521736356160462,0.999928098078045
"ENSDARG00000002230",48.8284696311489,0.196908750190202,0.308485385913702,0.638308196049478,0.523273077772452,0.999928098078045
"ENSDARG00000002231",4.20463902250701,0.597171041049058,1.03299833662541,0.578094871865807,0.563200069078808,0.999928098078045
"ENSDARG00000002235",14.1887615690305,-0.127991751558945,0.568012436850673,-0.225332656919612,0.821720496303581,0.999928098078045
"ENSDARG00000002240",2000.11091678433,0.0773714667572263,0.0858805817436119,0.900919220461399,0.367631271043962,0.999928098078045
"ENSDARG00000002241",12.5899106762087,-0.21788650857107,0.632255620652165,-0.344617748666785,0.730381760793785,0.999928098078045
"ENSDARG00000002249",12.3372396930215,-0.119208612305813,0.636068757753004,-0.187414663670847,0.851335526352,0.999928098078045
"ENSDARG00000002255",146.075868798381,0.119619233798364,0.18893875582683,0.633111154325585,0.526661058694226,0.999928098078045
"ENSDARG00000002259",0.128417568094039,0.725429961738663,3.52843766550233,0.205595232369051,0.837107101989573,0.999928098078045
"ENSDARG00000002264",311.705558596025,-0.0293994555056975,0.140725212229891,-0.20891391840767,0.834515438582321,0.999928098078045
"ENSDARG00000002267",2324.39980650463,0.0435092643495003,0.0832500550686389,0.52263346028573,0.60122935100957,0.999928098078045
"ENSDARG00000002271",3035.13815336577,-0.0937473953445343,0.106873817715175,-0.877178315032936,0.380389792489974,0.999928098078045
"ENSDARG00000002285",512.28278822063,0.00162874602845443,0.118721360915982,0.0137190646728442,0.989054113469166,0.999928098078045
"ENSDARG00000002293",2.59967493185187,-0.303029082303508,1.2775998255224,-0.237186227056349,0.81251232071087,0.999928098078045
"ENSDARG00000002295",1.9635921731826,-0.920602714764407,1.58630348955631,-0.580344631922799,0.561682235082851,0.999928098078045
"ENSDARG00000002298",23.2650475865299,-0.024697296310951,0.438232958075281,-0.0563565470279129,0.955057772356053,0.999928098078045
"ENSDARG00000002299",53.2304041269817,-0.160556714729071,0.294638854971707,-0.544927160894949,0.585803615004242,0.999928098078045
"ENSDARG00000002300",4.17833854625411,-1.28627762396405,1.12914913625274,-1.13915654067873,0.254637868374874,0.999928098078045
"ENSDARG00000002304",47.3905639382576,0.003732378376354,0.329110589617423,0.0113408030434169,0.990951542304409,0.999928098078045
"ENSDARG00000002305",72.4867819659982,0.213181854516351,0.253897623372629,0.839637061917188,0.401111912429591,0.999928098078045
"ENSDARG00000002311",1.52438021338501,-0.301230558828224,2.08807081135058,-0.144262616569687,0.885293097117174,0.999928098078045
"ENSDARG00000002330",0.386166184080567,1.62734513414305,3.49991757978414,0.46496670194257,0.641955302271382,0.999928098078045
"ENSDARG00000002332",794.494751176429,0.0182423481681164,0.101005978273627,0.180606618339932,0.856676360633417,0.999928098078045
"ENSDARG00000002333",79.9157320934267,-0.16349802911002,0.254385475265797,-0.642717627408511,0.520407340908608,0.999928098078045
"ENSDARG00000002336",2023.45572449694,-0.124557051411354,0.0855550176596196,-1.45587079307147,0.145428341009163,0.999928098078045
"ENSDARG00000002339",337.272746711309,-0.0417897103943224,0.137145562019725,-0.304710628465775,0.760586554002124,0.999928098078045
"ENSDARG00000002344",10416.3553963617,0.0211345529168493,0.0756895320611881,0.279226893618049,0.780070705977298,0.999928098078045
"ENSDARG00000002347",4557.30219626126,-0.238824168084803,0.112565476720539,-2.12164666328133,0.0338674207027534,0.999928098078045
"ENSDARG00000002353",113.150976098127,-0.0247413524712392,0.252285963927017,-0.0980686839890806,0.921877754185754,0.999928098078045
"ENSDARG00000002355",40.2788727851594,-0.200575789412041,0.338121661311458,-0.593205973950548,0.553043315124455,0.999928098078045
"ENSDARG00000002362",1158.76364278828,-0.106838790470995,0.115961955442053,-0.921326223447332,0.356880134024265,0.999928098078045
"ENSDARG00000002365",582.434423807782,-0.0257621741936249,0.110613286733853,-0.232903071179969,0.815836673561678,0.999928098078045
